DOT,Legal_Name,Business_State,business_county,County ,ISS,Years_In_Business,Number Of Trucks ,Yearly Premium
1332659,DEL LOGISTICS & TRANSPORT INC,FL,MIAMI-DADE,High Risk,15,17,3,49500
1533194,PALACIOS & SONS TRUCKING INC,FL,HILLSBOROUGH,Normal,15,15,3,47000
1567842,SUNKIS EXPRESS INC,FL,VOLUSIA,Normal,15,15,3,47000
1567842,SUNKIS EXPRESS INC,FL,VOLUSIA,Normal,15,15,3,47000
1955324,SIXFLOW TRUCKING LLC,FL,MARION,Normal,15,12,3,47000
2207718,REMY TRANSPORT CORP,FL,COLLIER,Normal,15,10,3,47000
2424146,V & C LOGISTICS INC,FL,MIAMI-DADE,High Risk,15,8,3,49500
2466982,SD TRANS LOGISTICS INC,FL,HILLSBOROUGH,Normal,15,8,3,47000
2914002,BILTNATION TRANSPORTATION INC,FL,HILLSBOROUGH,Normal,15,5,3,49000
3082676,AGAPE XPRESS INC,FL,DUVAL,Normal,15,4,3,49000
3271987,V&D TRANSPORTATION INC,FL,PASCO,Normal,15,3,3,49000
3449498,CHAMIZO RIOS CORP,FL,MIAMI-DADE,High Risk,15,1,3,51500
3653019,MAPP LOGISTICS LLC,FL,MADISON,Normal,15,1,3,49000
773088,WOODROW W CUMBIE III,FL,BAY,Normal,15,23,2,30000
1000429,PHIL-DIRT INC,FL,OKALOOSA,Normal,15,20,2,30000
1123219,RKM TRUCKING LLC,FL,MARION,Normal,15,19,2,30000
1162658,HI WAY EXPRESS INC,FL,MARION,Normal,15,18,2,30000
1280272,VALLEY CARGO INTERNATIONAL INC,FL,MIAMI-DADE,High Risk,15,17,2,32500
1328406,LCF ENTERPRISE INC,FL,ORANGE,Normal,15,17,2,30000
1360243,S D C TRANSPORT CORPORATION,FL,HILLSBOROUGH,Normal,15,17,2,30000
1492908,UNITED EXPRESS TRANSPORTATION CORP,FL,MIAMI-DADE,High Risk,15,16,2,32500
1588344,KEN TRUCKING INC,FL,BROWARD,Normal,15,15,2,30000
1805529,AAA TOWING AND TRANSPORT LLC,FL,ESCAMBIA,Normal,15,13,2,30000
2282134,PLANET HR TRUCKING INC,FL,HILLSBOROUGH,Normal,15,10,2,30000
2412377,WEST GULF LOGISTIC LLC,FL,COLLIER,Normal,15,9,2,30000
2469426,Q & B TRANSPORTATION SERVICES LLC,FL,ORANGE,Normal,15,8,2,30000
2639979,FLAT TRIP INC,FL,OKALOOSA,Normal,15,7,2,30000
2978205,FASTER TRUCKING INC,FL,GADSDEN,Normal,15,5,2,32000
2978205,FASTER TRUCKING INC,FL,GADSDEN,Normal,15,5,2,32000
3024358,HAWTHORNE TRANSPORTATION LLC,FL,ORANGE,Normal,15,4,2,32000
3095768,TRUE GRIT TRANSPORT SERVICES LLC,NV,CLARK,Normal,15,4,2,32000
3151678,KELLEY TRUCKING COMPANY LLC,FL,SANTA ROSA,Normal,15,3,2,32000
3177675,DEL VALLE TRUCKING INC,FL,POLK,Normal,15,3,2,32000
3432857,JJM USA TRANS LLC,FL,MIAMI-DADE,High Risk,15,2,2,34500
3565937,BY MEANS OF TRANSPORT LLC,FL,BROWARD,Normal,15,1,2,32000
3652543,SELFPROMOTE101 LLC,FL,MARION,Normal,15,1,2,32000
3701931,RGMW LLC,FL,ORANGE,Normal,15,0,2,32000
687047,GARY L LIVINGSTONE JR,FL,PUTNAM,Normal,15,25,1,13000
818597,BROUGHTON TRUCKING LLC,FL,PASCO,Normal,15,22,1,13000
936221,3M TRUCKING LLC,FL,MARION,Normal,15,21,1,13000
964510,RCH EXPRESS INC,FL,COLUMBIA,Normal,15,20,1,13000
1172227,STW TRUCK INC,FL,COLLIER,Normal,15,18,1,13000
1263933,CRAIG SIMPSON,FL,HERNANDO,Normal,15,17,1,13000
1672855,CAYMAN TRUCKING CORP,FL,HILLSBOROUGH,Normal,15,14,1,13000
1733975,CALIFLOR LOGISTICS INC,FL,OSCEOLA,Normal,15,14,1,13000
2122189,ERIC RIVERA,FL,LEE,Normal,15,11,1,13000
2468651,EDUARDO PERAZA,FL,ORANGE,Normal,15,8,1,13000
2468651,EDUARDO PERAZA,FL,ORANGE,Normal,15,8,1,13000
2526148,US EXPRESS TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,15,7,1,15500
2581054,BOBBY THOMAS TRUCKING LLC,FL,COLUMBIA,Normal,15,7,1,13000
2590022,LESO TRANS LLC,FL,PALM BEACH,Normal,15,7,1,13000
2631196,RED HORSE TRANSPORT INC,FL,HILLSBOROUGH,Normal,15,7,1,13000
2844997,JMEI TRANSPORTATION INC,FL,OSCEOLA,Normal,15,6,1,13000
2981471,SIMMY TRANSPORT INC,FL,POLK,Normal,15,5,1,15000
3116731,CERGE CONSULTING GROUP LLC,FL,BROWARD,Normal,15,4,1,15000
3154218,N&H TRANSPORTATION LLC,FL,BROWARD,Normal,15,3,1,15000
3154519,ZOHEZ LOGISTICS LLC,FL,MIAMI-DADE,High Risk,15,3,1,17500
3262092,NERITRANS CORP,FL,MIAMI-DADE,High Risk,15,3,1,17500
3318805,THIS & THAT TRANSPORT LLC,FL,MIAMI-DADE,High Risk,15,2,1,17500
3321943,JBM TRANSPORT CORP,FL,BROWARD,Normal,15,2,1,15000
3425761,FIRE LOGISTX LLC,FL,PALM BEACH,Normal,15,2,1,15000
3451779,ROMAIN TRANS LLC,FL,ORANGE,Normal,15,1,1,15000
3456036,LEGENDARY EXPRESS LLC,FL,DUVAL,Normal,15,1,1,15000
3466528,IN ROUTE TRANSPORT LLC,FL,ALACHUA,Normal,15,1,1,15000
3625438,JAYDENS CARRIERS LLC,FL,POLK,Normal,15,1,1,15000
3640683,RC & ST LOGISTICS INC,FL,LEE,Normal,15,1,1,15000
3642976,ELIJOR DELIVERY LLC,FL,HILLSBOROUGH,Normal,15,1,1,15000
3577949,H&L FIRST CLASS AUTO TRANSPORT LLC,FL,LEE,Normal,1,1,3,49000
584522,KAOS UNLIMITED INC,FL,MARTIN,Normal,1,27,2,30000
1311800,A FUQUA TRUCKING INC,FL,BRADFORD,Normal,1,17,2,30000
2414871,MARK T WEBER,FL,LAKE,Normal,1,9,2,30000
2414871,MARK T WEBER,FL,LAKE,Normal,1,9,2,30000
2566070,GREEN LIGHT AUTO TRANSPORT LLC,FL,BROWARD,Normal,1,7,2,30000
3052465,PHANTOM ASSET RECOVERY INC,FL,BROWARD,Normal,1,4,2,32000
3167395,GOLDEN CARRIER INC,FL,MIAMI-DADE,High Risk,1,3,2,34500
3239808,HARD ROAD EXPRESS LLC,FL,VOLUSIA,Normal,1,3,2,32000
3306909,MEW TOWING LLC,KS,WYANDOTTE,Normal,1,2,2,32000
1049810,FLEMMING II TRUCKING INC,FL,LEE,Normal,1,19,1,13000
1922903,ZIX CORPORATION,FL,MIAMI-DADE,High Risk,1,12,1,15500
2907573,ANDY CAR MOVER EXPERTS LLC,FL,MANATEE,Normal,1,5,1,15000
3060012,ARIEL LINES LLC,FL,HERNANDO,Normal,1,4,1,15000
3266286,BIG ROAD AUTO TRANSPORT LLC,FL,LEE,Normal,1,3,1,15000
3337721,FRAME & WALTON OVERLAND TRANSPORT INC,FL,COLLIER,Normal,1,2,1,15000
3370062,AUTOTEK TRANSPORT SERVICES LLC,FL,ORANGE,Normal,1,2,1,15000
3392165,BREMEN C JENKINS TRUCKING INCORPORATED,FL,HILLSBOROUGH,Normal,1,2,1,15000
3461134,FLORIDA ELITE TRANSIT LLC,FL,CLAY,Normal,1,1,1,15000
3463243,LJ7 EXPRESS LLC,FL,PALM BEACH,Normal,1,1,1,15000
3575349,RENAS TRANSPORT LLC,FL,ORANGE,Normal,1,1,1,15000
3575349,RENAS TRANSPORT LLC,FL,ORANGE,Normal,1,1,1,15000
3649500,TRUTH 24K TRANSPORTATION SERVICES LLC,FL,PALM BEACH,Normal,1,1,1,15000
3663483,PRESIDENTIAL HAULING AND TRANSPORT SERVICES LLC,FL,MARION,Normal,1,0,1,15000
3680136,TIENA EXPANSIONS LLC,FL,BROWARD,Normal,1,0,1,15000
3693212,ROQUE ENTERPRISES SERVICES LLC,FL,PASCO,Normal,1,0,1,15000
3698857,LOAD'EM UP & TRUCKIN' LLC,FL,POLK,Normal,1,0,1,15000
3704272,YDM AUTO TRANSPORT INC,FL,MIAMI-DADE,High Risk,1,0,1,17500
2413654,FLOTECH ENVIRONMENTAL LLC,FL,MIAMI-DADE,High Risk,1,9,28,418500
472829,STEPP'S TRANSPORTATION SERVICE INC,FL,HILLSBOROUGH,Normal,1,30,15,221000
1082743,MIAMI WASTE PAPER CO INC,FL,MIAMI-DADE,High Risk,1,19,10,148500
1082743,MIAMI WASTE PAPER CO INC,FL,MIAMI-DADE,High Risk,1,19,10,148500
2233620,BROKERS CARTAGE COMPANY INC,FL,MIAMI-DADE,High Risk,1,10,9,133500
3073740,HAMILTON ALLIANCE INC,FL,PALM BEACH,Normal,1,4,8,118000
2783594,HARRCO TRANSPORTATION SERVICES INC,FL,BROWARD,Normal,1,6,7,101000
2453857,PSA TRANSPORT LLC,FL,MARION,Normal,1,8,6,86000
2878346,SCAFF TECH INC,FL,MIAMI-DADE,High Risk,1,6,6,88500
1793985,HAVE TRANSPORT SOLUTIONS CORPORATION,FL,BROWARD,Normal,1,13,5,81000
3328070,EVERYTHING YOU MAY NEED INC,IA,POLK,Normal,1,2,5,83000
3417966,LCV TRUCKING LLC,FL,HERNANDO,Normal,1,2,5,83000
3465577,JC EXPRESS TRUCKING SERVICES INC,FL,MIAMI-DADE,High Risk,1,1,5,85500
192670,STANDARD SAND & SILICA CO,FL,POLK,Normal,1,48,4,64000
325876,COASTAL MACHINERY COMPANY,FL,ESCAMBIA,Normal,1,33,4,64000
735688,MIKE GALBUSIERI TRUCKING INC,FL,MARION,Normal,1,24,4,64000
1530310,OLIVARES TRUCKING INC,FL,HILLSBOROUGH,Normal,1,15,4,64000
2987316,BALD EAGLE MOVING LLC,FL,PALM BEACH,Normal,1,5,4,66000
3030129,YP PINAR TRUCKING LLC,FL,HILLSBOROUGH,Normal,1,4,4,66000
3457654,THE SOUTH EAGLE TRUCKING LLC,FL,MIAMI-DADE,High Risk,1,1,4,68500
3495126,HYR TRUCK CORP,FL,MIAMI-DADE,High Risk,1,1,4,68500
3678325,MAHJIK INC,FL,BROWARD,Normal,1,0,4,66000
3693604,GP&C NATIONAL LLC,FL,BROWARD,Normal,1,0,4,66000
349994,CHARLES STODDARD,FL,COLUMBIA,Normal,1,33,3,47000
349994,CHARLES STODDARD,FL,COLUMBIA,Normal,1,33,3,47000
1432483,WESTSIDE ELECTRIC INC,FL,DUVAL,Normal,1,16,3,47000
2441187,CACHIS TRANSPORT INC,FL,MIAMI-DADE,High Risk,1,8,3,49500
3038701,G&M LLANES LLC,FL,SUWANNEE,Normal,1,4,3,49000
3057789,STY LOGISTICS CORP,FL,SUWANNEE,Normal,1,4,3,49000
3151828,TRUE BLUE SYSTEMS INC,FL,MIAMI-DADE,High Risk,1,3,3,51500
3233007,SAEED EXPRESS LLC,FL,PALM BEACH,Normal,1,3,3,49000
3316316,GEORGE EXPRESS INC,FL,LEE,Normal,1,2,3,49000
3442796,ODA PROPERTIES LLC,FL,ORANGE,Normal,1,2,3,49000
3471851,FRANJUL EXPRESS CORP,FL,MIAMI-DADE,High Risk,1,1,3,51500
3472119,FLORIDA CRAFT DISTRIBUTORS,FL,SEMINOLE,Normal,1,1,3,49000
3472119,FLORIDA CRAFT DISTRIBUTORS,FL,SEMINOLE,Normal,1,1,3,49000
3566884,UNITED REVENUE PLUS & SECURITY SCHOOL LLC,FL,BROWARD,Normal,1,1,3,49000
3648395,TEAM PR TRANSPORT LLC,FL,ORANGE,Normal,1,1,3,49000
3670605,PRO DAPA EXPRESS LLC,FL,SAINT LUCIE,Normal,1,0,3,49000
178516,BASTECH LLC,FL,DUVAL,Normal,1,48,2,30000
262828,MICHIGAN AUTO TRANSPORT INC,FL,BROWARD,Normal,1,36,2,30000
454214,MEZA TRUCKING INC,FL,HILLSBOROUGH,Normal,1,30,2,30000
563729,HERNANDEZ PRODUCE LLC,FL,HILLSBOROUGH,Normal,1,28,2,30000
658952,IRONHORSE EQUIPMENT SERVICES INC,FL,GADSDEN,Normal,1,25,2,30000
811031,MOVING ON UP INC,FL,BROWARD,Normal,1,23,2,30000
1266174,FLOWERS & FLOWERS TRUCKING INC,FL,BROWARD,Normal,1,17,2,30000
1289126,KENYA'S TRANSPORTATION INC,FL,BROWARD,Normal,1,17,2,30000
1543716,J T E TRANSPORT INC,FL,BROWARD,Normal,1,15,2,30000
1633573,A1A TRUCKING SERVICE CORP,FL,MIAMI-DADE,High Risk,1,15,2,32500
1695454,CTS TRUCKING LLC,TX,BEXAR,Normal,1,14,2,30000
1695454,CTS TRUCKING LLC,TX,BEXAR,Normal,1,14,2,30000
1821960,SPEEDY EAGLE TRUCKING INC,FL,MIAMI-DADE,High Risk,1,13,2,32500
1832138,FAMILY MOVING LLC,FL,SUWANNEE,Normal,1,13,2,30000
1851655,PREMIUM TRANSPORT SERVICES INC,FL,MIAMI-DADE,High Risk,1,13,2,32500
1854262,NAVADO'S SUN VALLEY LLC,FL,VOLUSIA,Normal,1,13,2,30000
1923877,LEONARD V MOORE JR,FL,BRADFORD,Normal,1,12,2,30000
1974310,MICHAEL OSBORNE,FL,LAKE,Normal,1,12,2,30000
2055902,A & H TOWING SERVICE INC,FL,ESCAMBIA,Normal,1,11,2,30000
2082871,YHABO TRUCKING INC,FL,PALM BEACH,Normal,1,11,2,30000
2209779,YES AUTO TRANSPORT INC,FL,MIAMI-DADE,High Risk,1,10,2,32500
2295817,BENTLEY EXPRESS LLC,FL,DUVAL,Normal,1,10,2,30000
2318260,BEREGOMET CORPORATION,FL,ORANGE,Normal,1,9,2,30000
2415084,AA-JN TRUCKING LLC,FL,OSCEOLA,Normal,1,9,2,30000
2417873,A & G EXPRESS TRUCKING INC,FL,POLK,Normal,1,8,2,30000
2528312,JUHAKE ENTERPRISE LLC,FL,ORANGE,Normal,1,7,2,30000
2724296,KAISER TRANSPORTATION LLC,FL,HILLSBOROUGH,Normal,1,7,2,30000
2787768,RBF BENORT INC,FL,MIAMI-DADE,High Risk,1,6,2,32500
2802964,MARSAL TRANSPORT LLC,FL,PALM BEACH,Normal,1,6,2,30000
2828640,EL PAPA TRUCKING LLC,FL,PASCO,Normal,1,6,2,30000
2889618,STEWARTS LOGISTICS LLC,FL,ORANGE,Normal,1,6,2,30000
2890031,JOSTAN'S TRANSPORT LLC,FL,HIGHLANDS,Normal,1,6,2,30000
2910015,LDXP LLC,FL,ORANGE,Normal,1,5,2,32000
2911088,J & N TEAM EXPRESS INC,FL,NASSAU,Normal,1,5,2,32000
2925116,PAVON TRUCKING LLC,FL,HENDRY,Normal,1,5,2,32000
3016000,SUN CARGO LLC,FL,ORANGE,Normal,1,5,2,32000
3080327,DIXIE MOVERS LLC,FL,BROWARD,Normal,1,4,2,32000
3080327,DIXIE MOVERS LLC,FL,BROWARD,Normal,1,4,2,32000
3134629,SCORPION CARTAGE SERVICES LLC,FL,MIAMI-DADE,High Risk,1,4,2,34500
3155895,N & M HOUSTON LLC,FL,SANTA ROSA,Normal,1,3,2,32000
3155895,N & M HOUSTON LLC,FL,SANTA ROSA,Normal,1,3,2,32000
3158621,JB 1 TRANSPORT LLC,FL,BROWARD,Normal,1,3,2,32000
3174420,TWO SPEED LLC,FL,MIAMI-DADE,High Risk,1,3,2,34500
3221924,APLUS CARRIER LLC,FL,PALM BEACH,Normal,1,3,2,32000
3419902,SOUTH FLORIDA CARRIERS 1 LLC,FL,COLLIER,Normal,1,2,2,32000
3422003,ROI LOGISTICS LLC,FL,SAINT JOHNS,Normal,1,2,2,32000
3439699,LOUIS PAULINO LOGISTICS LLC,FL,LEE,Normal,1,2,2,32000
3439831,F&S USA TRANSPORT CORP,FL,HIGHLANDS,Normal,1,2,2,32000
3447958,DCV LOGISTICS INC,FL,DUVAL,Normal,1,1,2,32000
3451224,MAZE TRANSPORT LLC,FL,ORANGE,Normal,1,1,2,32000
3468912,YONI TRUCKING LLC,FL,LEE,Normal,1,1,2,32000
3481575,ZIGLAR TRANSPORT LLC,WY,LARAMIE,Normal,1,1,2,32000
3503464,MAYAN EXPRESS LLC,FL,SEMINOLE,Normal,1,1,2,32000
3570794,OMEGA TRANS LLC,FL,ORANGE,Normal,1,1,2,32000
3575525,ALEXANDER LOGISTICS OSF LLC,FL,MIAMI-DADE,High Risk,1,1,2,34500
3660399,ROMEO GROUP TRANSPORT LLC,FL,BROWARD,Normal,1,1,2,32000
3662099,3DNOA TRUCKING SERV LLC,FL,MIAMI-DADE,High Risk,1,0,2,34500
3683973,LA COQUI TRANSPORT LLC,FL,PINELLAS,Normal,1,0,2,32000
3690207,JMW TRANSPORT LLC,FL,INDIAN RIVER,Normal,1,0,2,32000
3690207,JMW TRANSPORT LLC,FL,INDIAN RIVER,Normal,1,0,2,32000
3690919,DARLING HANDYMAN SERVICE LLC,FL,MANATEE,Normal,1,0,2,32000
660563,MOHAMED HUSSEIN,FL,BROWARD,Normal,1,25,1,13000
680921,SHADE TREE NURSERY LLC,FL,SUWANNEE,Normal,1,25,1,13000
1004648,EAC LLC,FL,ALACHUA,Normal,1,20,1,13000
1019605,VERNAY MOVING SYSTEMS INC,FL,LEE,Normal,1,20,1,13000
1019605,VERNAY MOVING SYSTEMS INC,FL,LEE,Normal,1,20,1,13000
1029046,INYSYNC MOVER INC,FL,MIAMI-DADE,High Risk,1,20,1,15500
1029046,INYSYNC MOVER INC,FL,MIAMI-DADE,High Risk,1,20,1,15500
1058012,HUMMINGBIRD TRANSPORT INC,FL,SAINT LUCIE,Normal,1,19,1,13000
1153183,AZOV TRUCKING LLC,WA,KING,Normal,1,18,1,13000
1246926,CURTIS WARRENSFORD,FL,VOLUSIA,Normal,1,18,1,13000
1280605,KC INTERSTATE INC,FL,PASCO,Normal,1,17,1,13000
1376684,DALE F PLAIN,FL,MADISON,Normal,1,17,1,13000
1428900,GULF COAST COURIER & EXPEDITING INCORPORATED,FL,ESCAMBIA,Normal,1,16,1,13000
1482815,JLW TRANSPORTATION LLC,FL,LEE,Normal,1,16,1,13000
1491604,OLIVA FAST TRANSPORT CORP,FL,MIAMI-DADE,High Risk,1,16,1,15500
1543325,DINO EXPRESS TRUCKING INC,FL,DUVAL,Normal,1,15,1,13000
1618084,A G A TRANSPORTATION INC,FL,BROWARD,Normal,1,15,1,13000
1618084,A G A TRANSPORTATION INC,FL,BROWARD,Normal,1,15,1,13000
1653346,AA AUTO EXPRESS INC,FL,SARASOTA,Normal,1,15,1,13000
1655257,NELIN INC,FL,SAINT LUCIE,Normal,1,15,1,13000
1707552,ALLAN GEER TRUCKING LLC,FL,MARION,Normal,1,14,1,13000
1711660,ARANKY TRANSPORT ENTERPRISE INC,FL,ORANGE,Normal,1,14,1,13000
1730824,MICHAEL D LONG,FL,BAY,Normal,1,14,1,13000
1730824,MICHAEL D LONG,FL,BAY,Normal,1,14,1,13000
1844120,JJS EXPRESS INC,FL,MIAMI-DADE,High Risk,1,13,1,15500
2088403,BBA TRANSPORT INC,FL,MIAMI-DADE,High Risk,1,11,1,15500
2126508,ATALLAH BUSINESS GROUP INC,FL,MIAMI-DADE,High Risk,1,11,1,15500
2126508,ATALLAH BUSINESS GROUP INC,FL,MIAMI-DADE,High Risk,1,11,1,15500
2131398,LIBERTY EXPRESS DE LAS AMERICAS INC,FL,MIAMI-DADE,High Risk,1,11,1,15500
2150527,ROGER LOGISTICS CORP,FL,MIAMI-DADE,High Risk,1,11,1,15500
2152409,RAMON & SON TRUCKING LLC,FL,SEMINOLE,Normal,1,11,1,13000
2178865,ALBERT & SON TRANSPORT ENTERPRISES INC,FL,HENDRY,Normal,1,10,1,13000
2187492,J I R TRANSPORT LLC,FL,ORANGE,Normal,1,10,1,13000
2264992,NATIONAL ACCESS TRANSPORT INC,FL,MIAMI-DADE,High Risk,1,10,1,15500
2323601,COLONIAL TRANSPORT INC,FL,MIAMI-DADE,High Risk,1,9,1,15500
2352807,CARGODUCTO,FL,HENDRY,Normal,1,9,1,13000
2374438,HAUL IT ALL LLC,FL,VOLUSIA,Normal,1,9,1,13000
2381234,RJS TRUCK LINES LLC,FL,COLUMBIA,Normal,1,9,1,13000
2418160,C STRAIT LINE INC,FL,COLUMBIA,Normal,1,8,1,13000
2420461,A B E EXPRESS CORP,FL,MIAMI-DADE,High Risk,1,8,1,15500
2441574,KENDALL TRANSPORT LLC,FL,MIAMI-DADE,High Risk,1,8,1,15500
2469793,ED & Y TRANSPORTATION INC,FL,FLAGLER,Normal,1,8,1,13000
2520810,BEAVER EQUIPMENT & STRAW TRANSPORT LLC,FL,SUWANNEE,Normal,1,7,1,13000
2561770,R JONES TRANSPORT INC,FL,MARION,Normal,1,7,1,13000
2597385,G & G INTERSTATE CORP,FL,LAKE,Normal,1,7,1,13000
2631698,FALCON ELITE TRANSPORTATION LLC,FL,PALM BEACH,Normal,1,7,1,13000
2656097,LEGEND TRANSPORTATION SERVICES LLC,FL,POLK,Normal,1,7,1,13000
2784199,IRT TRUCKING SERVICE CORP,FL,LEE,Normal,1,6,1,13000
2788959,TIGER HAULING LLC,FL,SEMINOLE,Normal,1,6,1,13000
2796970,JP&L LOGISTICS LLC,FL,OSCEOLA,Normal,1,6,1,13000
2814630,THB DELIVERY SERVICE LLC,FL,ESCAMBIA,Normal,1,6,1,13000
2857342,BRENDA TRUCKING CORP,FL,LEE,Normal,1,6,1,13000
2863736,SIMBA ONE EXPEDITE LLC,FL,POLK,Normal,1,6,1,13000
2874320,DOUBLE M TRANSPORTING LLC,FL,WAKULLA,Normal,1,6,1,13000
2877297,LEGACY TRANSPORT OF FLORIDA LLC,FL,OSCEOLA,Normal,1,6,1,13000
2896006,CARIBBEAN TRANSPORT LLC,FL,LAKE,Normal,1,6,1,13000
2918990,OBREROD INC,FL,MARION,Normal,1,5,1,15000
2946703,AGD TRUCKING LLC,FL,ORANGE,Normal,1,5,1,15000
2970181,ALM TRUCKING EXPRESS INC,FL,OSCEOLA,Normal,1,5,1,15000
2970192,O GONZALEXZ TRUCKING LLC,FL,POLK,Normal,1,5,1,15000
3009869,BAZO TRANSPORT LLC,FL,LEE,Normal,1,5,1,15000
3011125,MEGA COURIER INC,FL,SAINT JOHNS,Normal,1,5,1,15000
3014851,STREAMLINE AMERICAN TRANSPORT LLC,FL,MARION,Normal,1,5,1,15000
3016057,THE BLAIR EXPRESS LLC,FL,BROWARD,Normal,1,5,1,15000
3022937,INFINITY MILEAGE LLC,FL,LEE,Normal,1,4,1,15000
3028827,GVD TRANSPORT INC,FL,HILLSBOROUGH,Normal,1,4,1,15000
3033585,MONIK TRUCKING LLC,FL,HILLSBOROUGH,Normal,1,4,1,15000
3036997,OR TRUCK INC,FL,MIAMI-DADE,High Risk,1,4,1,17500
3037333,AA QUALITY MOVING PLUS LLC,FL,MIAMI-DADE,High Risk,1,4,1,17500
3037333,AA QUALITY MOVING PLUS LLC,FL,MIAMI-DADE,High Risk,1,4,1,17500
3052747,ARCO TRANSPORT INC,FL,HERNANDO,Normal,1,4,1,15000
3068853,NLG TRANSPORTATION INC,FL,OSCEOLA,Normal,1,4,1,15000
3079251,7 WAY DELIVERY CORP,FL,MIAMI-DADE,High Risk,1,4,1,17500
3082840,HAMMER DOWN TRUCKING LLC,FL,ORANGE,Normal,1,4,1,15000
3086628,MOON TRUCKING SERVICES INC,FL,HILLSBOROUGH,Normal,1,4,1,15000
3109551,PLATINUM DELIVERY LLC,FL,ORANGE,Normal,1,4,1,15000
3129057,BRN LOGISTICS LLC,FL,BROWARD,Normal,1,4,1,15000
3138889,KENDRICK LOGISTICS AND SOLUTIONS LLC,FL,HILLSBOROUGH,Normal,1,4,1,15000
3142400,S & P LOGISTICS LLC,FL,MIAMI-DADE,High Risk,1,4,1,17500
3151136,JD COMMITTED TRANSPORT CORP,FL,SAINT JOHNS,Normal,1,4,1,15000
3151325,S D A TRUCKING CORPORATION,FL,LEE,Normal,1,4,1,15000
3152174,MUNOZ EXPRESS TRANSPORT CORP,FL,MIAMI-DADE,High Risk,1,3,1,17500
3154188,ALEX FAST TRANSPORT INC,FL,MIAMI-DADE,High Risk,1,3,1,17500
3154585,BELLA & MORGAN TRUCKING INDUSTRIES LLC,FL,GULF,Normal,1,3,1,15000
3161385,SASHY EXPRESS INC,FL,ALACHUA,Normal,1,3,1,15000
3163118,MARCIAL TRUCKING INC,FL,DUVAL,Normal,1,3,1,15000
3163856,BMD LOGISTIC LLC,FL,SAINT LUCIE,Normal,1,3,1,15000
3169734,MULTI-MILLION LOGISTICS LLC,FL,DUVAL,Normal,1,3,1,15000
3179730,CROFT CARRIERS LLC,FL,GULF,Normal,1,3,1,15000
3222675,CUBIZO TRANSPORTATION INC,FL,POLK,Normal,1,3,1,15000
3230174,TOP NOTCH FREIGHT MANAGEMENT INC,FL,POLK,Normal,1,3,1,15000
3291905,LOGISTCENTER LLC,FL,CLAY,Normal,1,3,1,15000
3295450,CALOLO LLC,FL,LEON,Normal,1,3,1,15000
3297596,Y&C TRUCKING EXPRESS INC,FL,MIAMI-DADE,High Risk,1,3,1,17500
3312702,RAUL CUESTA VILLAFRANCA,NV,CLARK,Normal,1,2,1,15000
3313233,NOVO LOGISTICS LLC,FL,HERNANDO,Normal,1,2,1,15000
3320404,CARAL RENOVATIONS INC,FL,HILLSBOROUGH,Normal,1,2,1,15000
3324088,H&Y TRANSPORT LLC,FL,POLK,Normal,1,2,1,15000
3327106,WIL TRANSPORT LLC,FL,HILLSBOROUGH,Normal,1,2,1,15000
3328404,SISLEY TRANSPORTATION CORP,FL,MIAMI-DADE,High Risk,1,2,1,17500
3332606,G SILVA TRANSPORT INC,FL,MIAMI-DADE,High Risk,1,2,1,17500
3333227,MAOPIA TRANSPORT LLC,FL,SAINT LUCIE,Normal,1,2,1,15000
3360006,ON THE RUN TRUCKING LLC,FL,BROWARD,Normal,1,2,1,15000
3364411,PROINTUSA LLC,FL,PALM BEACH,Normal,1,2,1,15000
3381436,JOSELYN & SELIN TRUCK CORP,FL,OSCEOLA,Normal,1,2,1,15000
3383764,UNITED LOGISTICS LLC,FL,,Normal,1,2,1,15000
3399239,ANTHONY RENE WASDIN,FL,BRADFORD,Normal,1,2,1,15000
3401079,CARL PRESTON,FL,OSCEOLA,Normal,1,2,1,15000
3401216,HOTSHOTS UNLIMITED LLC,FL,HILLSBOROUGH,Normal,1,2,1,15000
3415567,REEF COAST EXPRESS INC,FL,MIAMI-DADE,High Risk,1,2,1,17500
3417478,ALEM TRANSPORTATION LLC,FL,PASCO,Normal,1,2,1,15000
3419506,SHORTY'S TRUCKING LLC,FL,OSCEOLA,Normal,1,2,1,15000
3425207,LOGISTIC SOLUTION CORP,FL,MIAMI-DADE,High Risk,1,2,1,17500
3425832,50 STATE CARGO INC,FL,MIAMI-DADE,High Risk,1,2,1,17500
3426153,J&S ROYAL TRUCKING LLC,FL,SAINT LUCIE,Normal,1,2,1,15000
3428574,ROY TOLLIVER LLC,FL,LAKE,Normal,1,2,1,15000
3436365,BAGGETT FARMS TRUCKING LLC,FL,JACKSON,Normal,1,2,1,15000
3443062,YAJE TRUCKING LLC,CA,RIVERSIDE,Normal,1,2,1,15000
3443155,BENDER TRANSPORT LLC,FL,HIGHLANDS,Normal,1,2,1,15000
3444103,BENNETTS EXPEDITED TRANSFER LLC,FL,DUVAL,Normal,1,1,1,15000
3444590,MECAJ TRUCKING LLC,FL,PINELLAS,Normal,1,1,1,15000
3449546,LAWTON LOGISTIC CORP,FL,HERNANDO,Normal,1,1,1,15000
3449817,RIGO ON THE ROAD CORP,FL,MIAMI-DADE,High Risk,1,1,1,17500
